benchmark,treatment,run_id,analysis,fitness
chg_env,ED0_AS1_ENV2_TSK0,407,fdom,201.36
chg_env,ED0_AS1_ENV2_TSK0,408,fdom,222.52
chg_env,ED0_AS1_ENV2_TSK0,409,fdom,223.99
chg_env,ED0_AS1_ENV2_TSK0,410,fdom,200.21
chg_env,ED0_AS1_ENV2_TSK0,411,fdom,198.02
chg_env,ED0_AS1_ENV2_TSK0,412,fdom,198.13
chg_env,ED0_AS1_ENV2_TSK0,413,fdom,199.18
chg_env,ED0_AS1_ENV2_TSK0,414,fdom,222.79
chg_env,ED0_AS1_ENV2_TSK0,415,fdom,194.9
chg_env,ED0_AS1_ENV2_TSK0,416,fdom,222.38
chg_env,ED0_AS1_ENV2_TSK0,417,fdom,188.62
chg_env,ED0_AS1_ENV2_TSK0,418,fdom,221.7
chg_env,ED0_AS1_ENV2_TSK0,419,fdom,222.59
chg_env,ED0_AS1_ENV2_TSK0,420,fdom,177.62
chg_env,ED0_AS1_ENV2_TSK0,421,fdom,218.16
chg_env,ED0_AS1_ENV2_TSK0,422,fdom,221.88
chg_env,ED0_AS1_ENV2_TSK0,423,fdom,197.16
chg_env,ED0_AS1_ENV2_TSK0,424,fdom,199.93
chg_env,ED0_AS1_ENV2_TSK0,425,fdom,221.56
chg_env,ED0_AS1_ENV2_TSK0,426,fdom,199.31
chg_env,ED0_AS1_ENV2_TSK0,427,fdom,224.22
chg_env,ED0_AS1_ENV2_TSK0,428,fdom,197.79
chg_env,ED0_AS1_ENV2_TSK0,429,fdom,223.48
chg_env,ED0_AS1_ENV2_TSK0,430,fdom,224.26
chg_env,ED0_AS1_ENV2_TSK0,431,fdom,197.54
chg_env,ED0_AS1_ENV2_TSK0,432,fdom,223.41
chg_env,ED0_AS1_ENV2_TSK0,433,fdom,222.67
chg_env,ED0_AS1_ENV2_TSK0,434,fdom,201.83
chg_env,ED0_AS1_ENV2_TSK0,435,fdom,200.16
chg_env,ED0_AS1_ENV2_TSK0,436,fdom,223.05
chg_env,ED0_AS1_ENV2_TSK0,437,fdom,199.84
chg_env,ED0_AS1_ENV2_TSK0,438,fdom,223.69
chg_env,ED0_AS1_ENV2_TSK0,439,fdom,196.51
chg_env,ED0_AS1_ENV2_TSK0,440,fdom,178.28
chg_env,ED0_AS1_ENV2_TSK0,441,fdom,224.1
chg_env,ED0_AS1_ENV2_TSK0,442,fdom,206.64
chg_env,ED0_AS1_ENV2_TSK0,443,fdom,202.76
chg_env,ED0_AS1_ENV2_TSK0,444,fdom,200.39
chg_env,ED0_AS1_ENV2_TSK0,445,fdom,199.43
chg_env,ED0_AS1_ENV2_TSK0,446,fdom,198.96
chg_env,ED0_AS1_ENV2_TSK0,447,fdom,199.01
chg_env,ED0_AS1_ENV2_TSK0,448,fdom,200.89
chg_env,ED0_AS1_ENV2_TSK0,449,fdom,198.67
chg_env,ED0_AS1_ENV2_TSK0,450,fdom,201.49
chg_env,ED0_AS1_ENV2_TSK0,451,fdom,222.72
chg_env,ED0_AS1_ENV2_TSK0,452,fdom,196.61
chg_env,ED0_AS1_ENV2_TSK0,453,fdom,200.22
chg_env,ED0_AS1_ENV2_TSK0,454,fdom,223.11
chg_env,ED0_AS1_ENV2_TSK0,455,fdom,128.28
chg_env,ED0_AS1_ENV2_TSK0,456,fdom,184.6
chg_env,ED0_AS1_ENV2_TSK0,457,fdom,199.2
chg_env,ED0_AS1_ENV2_TSK0,458,fdom,198.68
chg_env,ED0_AS1_ENV2_TSK0,459,fdom,223.08
chg_env,ED0_AS1_ENV2_TSK0,460,fdom,204.04
chg_env,ED0_AS1_ENV2_TSK0,461,fdom,223.38
chg_env,ED0_AS1_ENV2_TSK0,462,fdom,222.95
chg_env,ED0_AS1_ENV2_TSK0,463,fdom,222.18
chg_env,ED0_AS1_ENV2_TSK0,464,fdom,222.53
chg_env,ED0_AS1_ENV2_TSK0,465,fdom,198.67
chg_env,ED0_AS1_ENV2_TSK0,466,fdom,185.03
chg_env,ED0_AS1_ENV2_TSK0,467,fdom,223.25
chg_env,ED0_AS1_ENV2_TSK0,468,fdom,223.87
chg_env,ED0_AS1_ENV2_TSK0,469,fdom,223.21
chg_env,ED0_AS1_ENV2_TSK0,470,fdom,223.46
chg_env,ED0_AS1_ENV2_TSK0,471,fdom,224.13
chg_env,ED0_AS1_ENV2_TSK0,472,fdom,199.87
chg_env,ED0_AS1_ENV2_TSK0,473,fdom,201.38
chg_env,ED0_AS1_ENV2_TSK0,474,fdom,188.5
chg_env,ED0_AS1_ENV2_TSK0,475,fdom,224.23
chg_env,ED0_AS1_ENV2_TSK0,476,fdom,222.49
chg_env,ED0_AS1_ENV2_TSK0,477,fdom,184.96
chg_env,ED0_AS1_ENV2_TSK0,478,fdom,198.73
chg_env,ED0_AS1_ENV2_TSK0,479,fdom,199.6
chg_env,ED0_AS1_ENV2_TSK0,480,fdom,198.47
chg_env,ED0_AS1_ENV2_TSK0,481,fdom,222.98
chg_env,ED0_AS1_ENV2_TSK0,482,fdom,223.56
chg_env,ED0_AS1_ENV2_TSK0,483,fdom,197.03
chg_env,ED0_AS1_ENV2_TSK0,484,fdom,190.89
chg_env,ED0_AS1_ENV2_TSK0,485,fdom,197.81
chg_env,ED0_AS1_ENV2_TSK0,486,fdom,221.54
chg_env,ED0_AS1_ENV2_TSK0,487,fdom,217.08
chg_env,ED0_AS1_ENV2_TSK0,488,fdom,191.93
chg_env,ED0_AS1_ENV2_TSK0,489,fdom,198.05
chg_env,ED0_AS1_ENV2_TSK0,490,fdom,199.65
chg_env,ED0_AS1_ENV2_TSK0,491,fdom,223.52
chg_env,ED0_AS1_ENV2_TSK0,492,fdom,199.54
chg_env,ED0_AS1_ENV2_TSK0,493,fdom,201.08
chg_env,ED0_AS1_ENV2_TSK0,494,fdom,201.31
chg_env,ED0_AS1_ENV2_TSK0,495,fdom,199.53
chg_env,ED0_AS1_ENV2_TSK0,496,fdom,199.62
chg_env,ED0_AS1_ENV2_TSK0,497,fdom,222.75
chg_env,ED0_AS1_ENV2_TSK0,498,fdom,196.34
chg_env,ED0_AS1_ENV2_TSK0,499,fdom,224.62
chg_env,ED0_AS1_ENV2_TSK0,500,fdom,198.32
chg_env,ED0_AS1_ENV4_TSK0,501,fdom,147.28
chg_env,ED0_AS1_ENV4_TSK0,502,fdom,124.68
chg_env,ED0_AS1_ENV4_TSK0,503,fdom,126.11
chg_env,ED0_AS1_ENV4_TSK0,504,fdom,202.56
chg_env,ED0_AS1_ENV4_TSK0,505,fdom,120.43
chg_env,ED0_AS1_ENV4_TSK0,506,fdom,98.87
chg_env,ED0_AS1_ENV4_TSK0,507,fdom,97.74
chg_env,ED0_AS1_ENV4_TSK0,508,fdom,156.13
chg_env,ED0_AS1_ENV4_TSK0,509,fdom,94.53
chg_env,ED0_AS1_ENV4_TSK0,510,fdom,126.1
chg_env,ED0_AS1_ENV4_TSK0,511,fdom,138.59
chg_env,ED0_AS1_ENV4_TSK0,512,fdom,95.87
chg_env,ED0_AS1_ENV4_TSK0,513,fdom,146.24
chg_env,ED0_AS1_ENV4_TSK0,514,fdom,99.77
chg_env,ED0_AS1_ENV4_TSK0,515,fdom,205.34
chg_env,ED0_AS1_ENV4_TSK0,516,fdom,98.86
chg_env,ED0_AS1_ENV4_TSK0,517,fdom,101.01
chg_env,ED0_AS1_ENV4_TSK0,518,fdom,93.16
chg_env,ED0_AS1_ENV4_TSK0,519,fdom,130.95
chg_env,ED0_AS1_ENV4_TSK0,520,fdom,102.71
chg_env,ED0_AS1_ENV4_TSK0,521,fdom,99.24
chg_env,ED0_AS1_ENV4_TSK0,522,fdom,159.89
chg_env,ED0_AS1_ENV4_TSK0,523,fdom,100.36
chg_env,ED0_AS1_ENV4_TSK0,524,fdom,98.54
chg_env,ED0_AS1_ENV4_TSK0,525,fdom,140.76
chg_env,ED0_AS1_ENV4_TSK0,526,fdom,123.55
chg_env,ED0_AS1_ENV4_TSK0,527,fdom,205.8
chg_env,ED0_AS1_ENV4_TSK0,528,fdom,100.91
chg_env,ED0_AS1_ENV4_TSK0,529,fdom,122.01
chg_env,ED0_AS1_ENV4_TSK0,530,fdom,127.0
chg_env,ED0_AS1_ENV4_TSK0,531,fdom,124.92
chg_env,ED0_AS1_ENV4_TSK0,532,fdom,124.44
chg_env,ED0_AS1_ENV4_TSK0,533,fdom,140.93
chg_env,ED0_AS1_ENV4_TSK0,534,fdom,148.17
chg_env,ED0_AS1_ENV4_TSK0,535,fdom,99.43
chg_env,ED0_AS1_ENV4_TSK0,536,fdom,129.55
chg_env,ED0_AS1_ENV4_TSK0,537,fdom,120.5
chg_env,ED0_AS1_ENV4_TSK0,538,fdom,204.11
chg_env,ED0_AS1_ENV4_TSK0,539,fdom,62.0
chg_env,ED0_AS1_ENV4_TSK0,540,fdom,99.89
chg_env,ED0_AS1_ENV4_TSK0,541,fdom,205.95
chg_env,ED0_AS1_ENV4_TSK0,542,fdom,103.11
chg_env,ED0_AS1_ENV4_TSK0,543,fdom,135.45
chg_env,ED0_AS1_ENV4_TSK0,544,fdom,128.51
chg_env,ED0_AS1_ENV4_TSK0,545,fdom,207.86
chg_env,ED0_AS1_ENV4_TSK0,546,fdom,98.96
chg_env,ED0_AS1_ENV4_TSK0,547,fdom,95.91
chg_env,ED0_AS1_ENV4_TSK0,548,fdom,192.93
chg_env,ED0_AS1_ENV4_TSK0,549,fdom,97.4
chg_env,ED0_AS1_ENV4_TSK0,550,fdom,62.14
chg_env,ED0_AS1_ENV4_TSK0,551,fdom,98.65
chg_env,ED0_AS1_ENV4_TSK0,552,fdom,123.15
chg_env,ED0_AS1_ENV4_TSK0,553,fdom,206.78
chg_env,ED0_AS1_ENV4_TSK0,554,fdom,123.43
chg_env,ED0_AS1_ENV4_TSK0,555,fdom,86.53
chg_env,ED0_AS1_ENV4_TSK0,556,fdom,103.51
chg_env,ED0_AS1_ENV4_TSK0,557,fdom,199.78
chg_env,ED0_AS1_ENV4_TSK0,558,fdom,86.7
chg_env,ED0_AS1_ENV4_TSK0,559,fdom,159.36
chg_env,ED0_AS1_ENV4_TSK0,560,fdom,204.13
chg_env,ED0_AS1_ENV4_TSK0,561,fdom,100.64
chg_env,ED0_AS1_ENV4_TSK0,562,fdom,122.7
chg_env,ED0_AS1_ENV4_TSK0,563,fdom,94.8
chg_env,ED0_AS1_ENV4_TSK0,564,fdom,100.5
chg_env,ED0_AS1_ENV4_TSK0,565,fdom,162.86
chg_env,ED0_AS1_ENV4_TSK0,566,fdom,88.78
chg_env,ED0_AS1_ENV4_TSK0,567,fdom,100.11
chg_env,ED0_AS1_ENV4_TSK0,568,fdom,96.51
chg_env,ED0_AS1_ENV4_TSK0,569,fdom,126.52
chg_env,ED0_AS1_ENV4_TSK0,570,fdom,121.82
chg_env,ED0_AS1_ENV4_TSK0,571,fdom,102.68
chg_env,ED0_AS1_ENV4_TSK0,572,fdom,124.95
chg_env,ED0_AS1_ENV4_TSK0,573,fdom,106.82
chg_env,ED0_AS1_ENV4_TSK0,574,fdom,203.81
chg_env,ED0_AS1_ENV4_TSK0,575,fdom,124.5
chg_env,ED0_AS1_ENV4_TSK0,576,fdom,121.62
chg_env,ED0_AS1_ENV4_TSK0,577,fdom,97.78
chg_env,ED0_AS1_ENV4_TSK0,578,fdom,101.8
chg_env,ED0_AS1_ENV4_TSK0,579,fdom,97.52
chg_env,ED0_AS1_ENV4_TSK0,580,fdom,100.48
chg_env,ED0_AS1_ENV4_TSK0,581,fdom,94.92
chg_env,ED0_AS1_ENV4_TSK0,582,fdom,125.39
chg_env,ED0_AS1_ENV4_TSK0,583,fdom,97.07
chg_env,ED0_AS1_ENV4_TSK0,584,fdom,126.39
chg_env,ED0_AS1_ENV4_TSK0,585,fdom,99.56
chg_env,ED0_AS1_ENV4_TSK0,586,fdom,198.0
chg_env,ED0_AS1_ENV4_TSK0,587,fdom,103.97
chg_env,ED0_AS1_ENV4_TSK0,588,fdom,143.34
chg_env,ED0_AS1_ENV4_TSK0,589,fdom,102.53
chg_env,ED0_AS1_ENV4_TSK0,590,fdom,97.79
chg_env,ED0_AS1_ENV4_TSK0,591,fdom,102.24
chg_env,ED0_AS1_ENV4_TSK0,592,fdom,205.09
chg_env,ED0_AS1_ENV4_TSK0,593,fdom,124.01
chg_env,ED0_AS1_ENV4_TSK0,594,fdom,204.92
chg_env,ED0_AS1_ENV4_TSK0,595,fdom,124.62
chg_env,ED0_AS1_ENV4_TSK0,596,fdom,124.59
chg_env,ED0_AS1_ENV4_TSK0,597,fdom,129.16
chg_env,ED0_AS1_ENV4_TSK0,598,fdom,99.91
chg_env,ED0_AS1_ENV4_TSK0,599,fdom,128.59
chg_env,ED0_AS1_ENV4_TSK0,600,fdom,205.02
chg_env,ED0_AS1_ENV8_TSK0,601,fdom,44.41
chg_env,ED0_AS1_ENV8_TSK0,602,fdom,47.87
chg_env,ED0_AS1_ENV8_TSK0,603,fdom,30.86
chg_env,ED0_AS1_ENV8_TSK0,604,fdom,68.34
chg_env,ED0_AS1_ENV8_TSK0,605,fdom,47.84
chg_env,ED0_AS1_ENV8_TSK0,606,fdom,49.88
chg_env,ED0_AS1_ENV8_TSK0,607,fdom,73.13
chg_env,ED0_AS1_ENV8_TSK0,608,fdom,52.29
chg_env,ED0_AS1_ENV8_TSK0,609,fdom,63.45
chg_env,ED0_AS1_ENV8_TSK0,610,fdom,48.13
chg_env,ED0_AS1_ENV8_TSK0,611,fdom,48.96
chg_env,ED0_AS1_ENV8_TSK0,612,fdom,31.17
chg_env,ED0_AS1_ENV8_TSK0,613,fdom,47.01
chg_env,ED0_AS1_ENV8_TSK0,614,fdom,61.6
chg_env,ED0_AS1_ENV8_TSK0,615,fdom,73.19
chg_env,ED0_AS1_ENV8_TSK0,616,fdom,48.46
chg_env,ED0_AS1_ENV8_TSK0,617,fdom,63.12
chg_env,ED0_AS1_ENV8_TSK0,618,fdom,47.91
chg_env,ED0_AS1_ENV8_TSK0,619,fdom,30.94
chg_env,ED0_AS1_ENV8_TSK0,620,fdom,61.16
chg_env,ED0_AS1_ENV8_TSK0,621,fdom,169.51
chg_env,ED0_AS1_ENV8_TSK0,622,fdom,48.85
chg_env,ED0_AS1_ENV8_TSK0,623,fdom,50.3
chg_env,ED0_AS1_ENV8_TSK0,624,fdom,46.21
chg_env,ED0_AS1_ENV8_TSK0,625,fdom,64.51
chg_env,ED0_AS1_ENV8_TSK0,626,fdom,31.95
chg_env,ED0_AS1_ENV8_TSK0,627,fdom,50.95
chg_env,ED0_AS1_ENV8_TSK0,628,fdom,66.41
chg_env,ED0_AS1_ENV8_TSK0,629,fdom,60.32
chg_env,ED0_AS1_ENV8_TSK0,630,fdom,62.37
chg_env,ED0_AS1_ENV8_TSK0,631,fdom,48.39
chg_env,ED0_AS1_ENV8_TSK0,632,fdom,65.66
chg_env,ED0_AS1_ENV8_TSK0,633,fdom,66.81
chg_env,ED0_AS1_ENV8_TSK0,634,fdom,32.33
chg_env,ED0_AS1_ENV8_TSK0,635,fdom,66.83
chg_env,ED0_AS1_ENV8_TSK0,636,fdom,48.75
chg_env,ED0_AS1_ENV8_TSK0,637,fdom,65.93
chg_env,ED0_AS1_ENV8_TSK0,638,fdom,49.41
chg_env,ED0_AS1_ENV8_TSK0,639,fdom,74.23
chg_env,ED0_AS1_ENV8_TSK0,640,fdom,62.08
chg_env,ED0_AS1_ENV8_TSK0,641,fdom,63.22
chg_env,ED0_AS1_ENV8_TSK0,642,fdom,49.14
chg_env,ED0_AS1_ENV8_TSK0,643,fdom,65.69
chg_env,ED0_AS1_ENV8_TSK0,644,fdom,46.09
chg_env,ED0_AS1_ENV8_TSK0,645,fdom,60.5
chg_env,ED0_AS1_ENV8_TSK0,646,fdom,62.75
chg_env,ED0_AS1_ENV8_TSK0,647,fdom,51.91
chg_env,ED0_AS1_ENV8_TSK0,648,fdom,62.47
chg_env,ED0_AS1_ENV8_TSK0,649,fdom,47.76
chg_env,ED0_AS1_ENV8_TSK0,650,fdom,45.88
chg_env,ED0_AS1_ENV8_TSK0,651,fdom,50.84
chg_env,ED0_AS1_ENV8_TSK0,652,fdom,49.92
chg_env,ED0_AS1_ENV8_TSK0,653,fdom,51.82
chg_env,ED0_AS1_ENV8_TSK0,654,fdom,64.13
chg_env,ED0_AS1_ENV8_TSK0,655,fdom,69.91
chg_env,ED0_AS1_ENV8_TSK0,656,fdom,65.85
chg_env,ED0_AS1_ENV8_TSK0,657,fdom,73.33
chg_env,ED0_AS1_ENV8_TSK0,658,fdom,63.12
chg_env,ED0_AS1_ENV8_TSK0,659,fdom,59.58
chg_env,ED0_AS1_ENV8_TSK0,660,fdom,31.21
chg_env,ED0_AS1_ENV8_TSK0,661,fdom,51.89
chg_env,ED0_AS1_ENV8_TSK0,662,fdom,31.75
chg_env,ED0_AS1_ENV8_TSK0,663,fdom,49.22
chg_env,ED0_AS1_ENV8_TSK0,664,fdom,168.62
chg_env,ED0_AS1_ENV8_TSK0,665,fdom,49.43
chg_env,ED0_AS1_ENV8_TSK0,666,fdom,62.64
chg_env,ED0_AS1_ENV8_TSK0,667,fdom,30.48
chg_env,ED0_AS1_ENV8_TSK0,668,fdom,49.94
chg_env,ED0_AS1_ENV8_TSK0,669,fdom,50.48
chg_env,ED0_AS1_ENV8_TSK0,670,fdom,63.79
chg_env,ED0_AS1_ENV8_TSK0,671,fdom,31.28
chg_env,ED0_AS1_ENV8_TSK0,672,fdom,60.06
chg_env,ED0_AS1_ENV8_TSK0,673,fdom,63.93
chg_env,ED0_AS1_ENV8_TSK0,674,fdom,122.06
chg_env,ED0_AS1_ENV8_TSK0,675,fdom,61.03
chg_env,ED0_AS1_ENV8_TSK0,676,fdom,72.65
chg_env,ED0_AS1_ENV8_TSK0,677,fdom,33.78
chg_env,ED0_AS1_ENV8_TSK0,678,fdom,51.75
chg_env,ED0_AS1_ENV8_TSK0,679,fdom,47.98
chg_env,ED0_AS1_ENV8_TSK0,680,fdom,66.76
chg_env,ED0_AS1_ENV8_TSK0,681,fdom,48.59
chg_env,ED0_AS1_ENV8_TSK0,682,fdom,63.56
chg_env,ED0_AS1_ENV8_TSK0,683,fdom,48.44
chg_env,ED0_AS1_ENV8_TSK0,684,fdom,49.93
chg_env,ED0_AS1_ENV8_TSK0,685,fdom,52.02
chg_env,ED0_AS1_ENV8_TSK0,686,fdom,52.4
chg_env,ED0_AS1_ENV8_TSK0,687,fdom,33.25
chg_env,ED0_AS1_ENV8_TSK0,688,fdom,73.16
chg_env,ED0_AS1_ENV8_TSK0,689,fdom,61.22
chg_env,ED0_AS1_ENV8_TSK0,690,fdom,68.81
chg_env,ED0_AS1_ENV8_TSK0,691,fdom,46.96
chg_env,ED0_AS1_ENV8_TSK0,692,fdom,62.82
chg_env,ED0_AS1_ENV8_TSK0,693,fdom,32.06
chg_env,ED0_AS1_ENV8_TSK0,694,fdom,50.27
chg_env,ED0_AS1_ENV8_TSK0,695,fdom,59.29
chg_env,ED0_AS1_ENV8_TSK0,696,fdom,46.82
chg_env,ED0_AS1_ENV8_TSK0,697,fdom,65.37
chg_env,ED0_AS1_ENV8_TSK0,698,fdom,44.95
chg_env,ED0_AS1_ENV8_TSK0,699,fdom,67.62
chg_env,ED0_AS1_ENV8_TSK0,700,fdom,51.94
chg_env,ED1_AS0_ENV16_TSK0,301,fdom,116.57
chg_env,ED1_AS0_ENV16_TSK0,302,fdom,104.4
chg_env,ED1_AS0_ENV16_TSK0,303,fdom,96.51
chg_env,ED1_AS0_ENV16_TSK0,304,fdom,98.05
chg_env,ED1_AS0_ENV16_TSK0,305,fdom,94.78
chg_env,ED1_AS0_ENV16_TSK0,306,fdom,88.7
chg_env,ED1_AS0_ENV16_TSK0,307,fdom,54.83
chg_env,ED1_AS0_ENV16_TSK0,308,fdom,122.68
chg_env,ED1_AS0_ENV16_TSK0,309,fdom,128.32
chg_env,ED1_AS0_ENV16_TSK0,310,fdom,99.49
chg_env,ED1_AS0_ENV16_TSK0,311,fdom,104.28
chg_env,ED1_AS0_ENV16_TSK0,312,fdom,121.75
chg_env,ED1_AS0_ENV16_TSK0,313,fdom,119.27
chg_env,ED1_AS0_ENV16_TSK0,314,fdom,77.92
chg_env,ED1_AS0_ENV16_TSK0,315,fdom,111.2
chg_env,ED1_AS0_ENV16_TSK0,316,fdom,95.31
chg_env,ED1_AS0_ENV16_TSK0,317,fdom,102.18
chg_env,ED1_AS0_ENV16_TSK0,318,fdom,91.83
chg_env,ED1_AS0_ENV16_TSK0,319,fdom,100.25
chg_env,ED1_AS0_ENV16_TSK0,320,fdom,126.09
chg_env,ED1_AS0_ENV16_TSK0,321,fdom,106.01
chg_env,ED1_AS0_ENV16_TSK0,322,fdom,123.47
